,collection_date,geo_loc_name,isolation_source,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,collected_by,BioSampleModel,experiment_id,SRA_id,purpose_of_ww_sampling,purpose_of_ww_sequencing,sequenced_by,ww_flow,ww_sample_site,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,enrichment_kit,amplicon_PCR_primer_scheme,amplicon_size,quality_control_determination,dehosting_method,sequence_submitter_contact_email,raw_sequence_data_processing_method,ww_population_source,ww_pre_treatment,ww_processing_protocol,ww_surv_jurisdiction,ww_surv_system_sample_id,concentration_method,extraction_method,collection_time,collection_site_id,project_name,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,extraction_control,ww_surv_target_2,quality_control_method,quality_control_method_version,quality_control_issues,ww_endog_control_1,ww_endog_control_1_conc,ww_endog_control_1_protocol,ww_endog_control_1_units,ww_primary_sludge_retention_time,ww_surv_target_2_gene,ww_surv_target_2_known_present,ww_surv_target_2_protocol,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,quality_control_details,sample_name,sample_title,organism,sequencing_protocol_name,site_id
SRR25969960,2023-08-15 00:00:00,USA: Utah,wastewater,5806,24,raw wastewater,composite,SARS-CoV-2,no,,SARS-CoV-2: wastewater surveillance,SRR25969960,SRX21688433,public health surveillance community-level,characterize diversity of lineages and mutations across entire genome,UPHL,3107823.07138,wastewater treatment plant,36124.9,copies/L wastewater,N1 & N2 combined,IDT Research Use Only Kit (https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays),,,,,,,,https://uofuhealth.utah.edu/huntsman/utah-population-database/,no,"Promega wastewater large volume TNA capture kit,Promega automated TNA kit",UT,10013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hVcEZWXMhGAc
SRR25969947,2023-08-15 00:00:00,USA: Utah,wastewater,84981,24,raw wastewater,composite,SARS-CoV-2,no,,SARS-CoV-2: wastewater surveillance,SRR25969947,SRX21688446,public health surveillance community-level,characterize diversity of lineages and mutations across entire genome,UPHL,24605176.57,wastewater treatment plant,98996.6,copies/L wastewater,N1 & N2 combined,IDT Research Use Only Kit (https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays),,,,,,,,https://uofuhealth.utah.edu/huntsman/utah-population-database/,no,"Promega wastewater large volume TNA capture kit,Promega automated TNA kit",UT,10027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o948xYdTJ4XZ
SRR25969948,2023-08-15 00:00:00,USA: Utah,wastewater,8530,6,raw wastewater,composite,SARS-CoV-2,no,,SARS-CoV-2: wastewater surveillance,SRR25969948,SRX21688445,public health surveillance community-level,characterize diversity of lineages and mutations across entire genome,UPHL,7949364.738,wastewater treatment plant,269643.2,copies/L wastewater,N1 & N2 combined,IDT Research Use Only Kit (https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays),,,,,,,,https://uofuhealth.utah.edu/huntsman/utah-population-database/,no,"Promega wastewater large volume TNA capture kit,Promega automated TNA kit",UT,10004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2aedAMjZWhLX
SRR25969962,2023-08-15 00:00:00,USA: Utah,wastewater,9095,24,raw wastewater,composite,SARS-CoV-2,no,,SARS-CoV-2: wastewater surveillance,SRR25969962,SRX21688431,public health surveillance community-level,characterize diversity of lineages and mutations across entire genome,UPHL,4921035.314,wastewater treatment plant,128369.9,copies/L wastewater,N1 & N2 combined,IDT Research Use Only Kit (https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays),,,,,,,,https://uofuhealth.utah.edu/huntsman/utah-population-database/,no,"Promega wastewater large volume TNA capture kit,Promega automated TNA kit",UT,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XdB4BBFMh8kp
SRR25969941,2023-08-15 00:00:00,USA: Utah,wastewater,12510,24,raw wastewater,composite,SARS-CoV-2,no,,SARS-CoV-2: wastewater surveillance,SRR25969941,SRX21688452,public health surveillance community-level,characterize diversity of lineages and mutations across entire genome,UPHL,3028329.424,wastewater treatment plant,99668.5,copies/L wastewater,N1 & N2 combined,IDT Research Use Only Kit (https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays),,,,,,,,https://uofuhealth.utah.edu/huntsman/utah-population-database/,no,"Promega wastewater large volume TNA capture kit,Promega automated TNA kit",UT,10023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GbstdsEs43U9
SRR25948666,2023-08-13 00:00:00,"USA: Colorado, Denver, county",wastewater,345454,missing,raw wastewater,missing,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948666,SRX21667259,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,missing,wastewater treatment plant,missing,copies/L,missing,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,SM20230813,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,SM,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,missing,,,,,,MHV,,,,,,,,,,,,,,,,,,,,SM
SRR25948665,2023-08-13 00:00:00,"USA: Colorado, Denver, county",wastewater,709904,missing,raw wastewater,missing,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948665,SRX21667260,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,missing,wastewater treatment plant,missing,copies/L,missing,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,SN20230813,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,SN,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,missing,,,,,,MHV,,,,,,,,,,,,,,,,,,,,SN
SRR25969989,2023-08-10 00:00:00,USA: Utah,wastewater,17312,24,raw wastewater,composite,SARS-CoV-2,no,,SARS-CoV-2: wastewater surveillance,SRR25969989,SRX21688404,public health surveillance community-level,characterize diversity of lineages and mutations across entire genome,UPHL,3785411.78,wastewater treatment plant,88075.7,copies/L wastewater,N1 & N2 combined,IDT Research Use Only Kit (https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays),,,,,,,,https://uofuhealth.utah.edu/huntsman/utah-population-database/,no,"Promega wastewater large volume TNA capture kit,Promega automated TNA kit",UT,9988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4xpZNQjVn4jN
SRR25969992,2023-08-10 00:00:00,USA: Utah,wastewater,228700,24,raw wastewater,composite,SARS-CoV-2,no,,SARS-CoV-2: wastewater surveillance,SRR25969992,SRX21688401,public health surveillance community-level,characterize diversity of lineages and mutations across entire genome,UPHL,72679906.176,wastewater treatment plant,184263.7,copies/L wastewater,N1 & N2 combined,IDT Research Use Only Kit (https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays),,,,,,,,https://uofuhealth.utah.edu/huntsman/utah-population-database/,no,"Promega wastewater large volume TNA capture kit,Promega automated TNA kit",UT,9981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iN2Kmrc8h8CM
SRR25948605,2023-08-03 00:00:00,"USA: Colorado, Morgan, county",wastewater,12000,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948605,SRX21667320,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.56,wastewater treatment plant,43800.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,BH20230803,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,BH,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,BH
SRR25948583,2023-08-03 00:00:00,"USA: Colorado, Montrose, county",wastewater,30857,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948583,SRX21667342,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,2.209,wastewater treatment plant,19900.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,MT20230803,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,MT,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,MT
SRR25948567,2023-08-03 00:00:00,"USA: Colorado, Summit, county",wastewater,35643,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948567,SRX21667358,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,1.59,wastewater treatment plant,163000.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,UB20230803,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,UB,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,UB
SRR25948577,2023-08-03 00:00:00,"USA: Colorado, Chaffee, county",wastewater,19286,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948577,SRX21667348,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.84,wastewater treatment plant,14900.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,CS20230803,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,CS,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,CS
SRR25948569,2023-08-03 00:00:00,"USA: Colorado, Pitkin, county",wastewater,17571,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948569,SRX21667356,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.89,wastewater treatment plant,59200.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,SV20230803,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,SV,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,SV
SRR25948571,2023-08-02 00:00:00,"USA: Colorado, Boulder Weld, county",wastewater,75544,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948571,SRX21667354,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,8.19,wastewater treatment plant,42000.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,SK20230802,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,SK,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,SK
SRR25948576,2023-08-02 00:00:00,"USA: Colorado, Douglas, county",wastewater,60571,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948576,SRX21667349,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,6.7,wastewater treatment plant,124000.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,CT20230802,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,CT,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,CT
SRR25948565,2023-08-02 00:00:00,"USA: Colorado, Elbert, county",wastewater,3571,0,raw wastewater,grab,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948565,SRX21667360,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,,wastewater treatment plant,6280.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,EL20230802,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,EL,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,0.35,,,,,,MHV,,,,,,,,,,,,,,,,,,,,EL
SRR25948564,2023-08-02 00:00:00,"USA: Colorado, Mesa, county",wastewater,89286,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948564,SRX21667361,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,7.86,wastewater treatment plant,17000.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,GJ20230802,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,GJ,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,GJ
SRR25948568,2023-08-02 00:00:00,"USA: Colorado, San Miguel, county",wastewater,15000,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948568,SRX21667357,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.85,wastewater treatment plant,28100.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,TR20230802,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,TR,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,TR
SRR25948594,2023-08-01 00:00:00,"USA: Colorado, Montezuma, county",wastewater,11214,,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948594,SRX21667331,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.67,wastewater treatment plant,14900.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,CZ20230801,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,CZ,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,CZ
SRR25948703,2023-08-01 00:00:00,"USA: Colorado, Chaffee, county",wastewater,19286,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948703,SRX21667222,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.82,wastewater treatment plant,46000.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,CS20230801,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,CS,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,CS
SRR25948619,2023-08-01 00:00:00,"USA: Colorado, Ouray, county",wastewater,1386,0,raw wastewater,grab,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948619,SRX21667306,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,,wastewater treatment plant,8600.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,RW20230801,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,RW,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,0.14,,,,,,MHV,,,,,,,,,,,,,,,,,,,,RW
SRR25948616,2023-08-01 00:00:00,"USA: Colorado, El Paso, county",wastewater,34286,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948616,SRX21667309,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,2.65,wastewater treatment plant,46400.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,CK20230801,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,CK,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,CK
SRR25948615,2023-08-01 00:00:00,"USA: Colorado, El Paso, county",wastewater,10000,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948615,SRX21667310,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.84,wastewater treatment plant,108000.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,NW20230801,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,NW,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,NW
SRR25948749,2023-07-30 00:00:00,"USA: Colorado, Weld, county",wastewater,83319,,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948749,SRX21667176,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,,wastewater treatment plant,4360.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,SJ20230730,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,SJ,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,SJ
SRR25948646,2023-07-30 00:00:00,"USA: Colorado, Boulder Weld, county",wastewater,75544,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948646,SRX21667279,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,7.61,wastewater treatment plant,46800.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,SK20230730,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,SK,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,SK
SRR25948642,2023-07-28 00:00:00,"USA: Colorado, Delta, county",wastewater,6857,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948642,SRX21667283,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.9,wastewater treatment plant,23500.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,DE20230728,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,DE,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,DE
SRR25948620,2023-07-27 00:00:00,"USA: Colorado, Ouray, county",wastewater,2152,,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948620,SRX21667305,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.3,wastewater treatment plant,6600.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,OU20230727,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,OU,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,OU
SRR25948754,2023-07-27 00:00:00,"USA: Colorado, Pitkin, county",wastewater,5500,,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948754,SRX21667171,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,1.537,wastewater treatment plant,66900.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,AP20230727,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,AP,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,AP
SRR25948750,2023-07-27 00:00:00,"USA: Colorado, Garfield, county",wastewater,16714,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948750,SRX21667175,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.9269860000000001,wastewater treatment plant,63900.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,GS20230727,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,GS,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,GS
SRR25948590,2023-07-26 00:00:00,"USA: Colorado, Denver Arapahoe, county",wastewater,247443,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948590,SRX21667335,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,18.9,wastewater treatment plant,95300.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,SR20230726,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,SR,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,SR
SRR25948643,2023-07-26 00:00:00,"USA: Colorado, Las Animas, county",wastewater,14286,0,raw wastewater,grab,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948643,SRX21667282,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,,wastewater treatment plant,164000.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,TD20230726,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,TD,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,1.13,,,,,,MHV,,,,,,,,,,,,,,,,,,,,TD
SRR25948654,2023-07-26 00:00:00,"USA: Colorado, San Miguel, county",wastewater,15000,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948654,SRX21667271,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.9179999999999999,wastewater treatment plant,15200.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,TR20230726,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,TR,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,TR
SRR25948633,2023-07-26 00:00:00,"USA: Colorado, Pueblo, county",wastewater,96515,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948633,SRX21667292,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,12.705,wastewater treatment plant,19900.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,SO20230726,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,SO,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,SO
SRR25948696,2023-07-26 00:00:00,"USA: Colorado, Adams, county",wastewater,54561,,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948696,SRX21667229,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.0,wastewater treatment plant,28100.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,SP20230726,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,SP,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,SP
SRR25948588,2023-07-25 00:00:00,"USA: Colorado, San Miguel, county",wastewater,15000,,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948588,SRX21667337,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,,wastewater treatment plant,26600.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,TR20230725,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,TR,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,TR
SRR25948623,2023-07-25 00:00:00,"USA: Colorado, Chaffee, county",wastewater,19286,,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948623,SRX21667302,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,,wastewater treatment plant,2120.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,CS20230725,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,CS,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,CS
SRR25948592,2023-07-25 00:00:00,"USA: Colorado, El Paso, county",wastewater,34286,,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948592,SRX21667333,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,,wastewater treatment plant,8600.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,CK20230725,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,CK,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,CK
SRR25948638,2023-07-25 00:00:00,"USA: Colorado, Ouray, county",wastewater,2152,,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948638,SRX21667287,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,,wastewater treatment plant,19300.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,OU20230725,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,OU,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,OU
SRR25948596,2023-07-25 00:00:00,"USA: Colorado, Ouray, county",wastewater,1386,0,raw wastewater,grab,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948596,SRX21667329,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,,wastewater treatment plant,4320.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,RW20230725,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,RW,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,RW
SRR25948687,2023-07-24 00:00:00,"USA: Colorado, Teller, county",wastewater,6379,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948687,SRX21667238,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,0.7,wastewater treatment plant,143000.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,WP20230724,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,WP,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,WP
SRR25948685,2023-07-24 00:00:00,"USA: Colorado, El Paso, county",wastewater,102204,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948685,SRX21667240,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,9.15,wastewater treatment plant,36400.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,SD20230724,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,SD,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,SD
SRR25948680,2023-07-24 00:00:00,"USA: Colorado, Boulder, county",wastewater,17601,24 hours,raw wastewater,composite,SARS-CoV-2,no,CDPHE,SARS-CoV-2: wastewater surveillance,SRR25948680,SRX21667245,public health surveillance community-level,diversity of mutations across entire genome,CDPHE,1.64,wastewater treatment plant,45200.0,copies/L,N2,,,,,,,,,census blocks clipped to wastewater service area polygon,,,,SL20230724,innovaprep ultrafiltration,qiagen EZ1 RNA extraction kit,,SL,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,,,,,,,MHV,,,,,,,,,,,,,,,,,,,,SL
