accession,amplicon_PCR_primer_scheme,collected_by,geo_loc_name,collection_date,ww_population,ww_surv_target_1_conc,geo_loc_country,geo_loc_region,site_id
SRR22910036,ARTIC V4.1,Biobot Analytics,USA: Vermont,2022-12-12,4500.0,-1.0,USA,Vermont,USA_VT_38714686
SRR22909877,ARTIC V4.1,Biobot Analytics,USA: Indiana,2022-12-12,98000.0,-1.0,USA,Indiana,USA_IN_680e6903
SRR22909955,ARTIC V4.1,Biobot Analytics,USA: Virginia,2022-12-12,5000.0,-1.0,USA,Virginia,USA_VA_c597e1d3
SRR23590384,,CDPHE,"USA: Colorado, Larimer, county",2022-12-12,66429.0,205613.6387,USA,Colorado,USA_CO_21774da0
SRR23386367,,RICE University,"USA: Texas, Houston",2022-12-12,59188.0,-1.0,USA,Texas,USA_TX_9a179365
SRR22909863,ARTIC V4.1,Biobot Analytics,USA: Nevada,2022-12-12,246258.0,-1.0,USA,Nevada,USA_NV_947996e3
SRR23386364,,RICE University,"USA: Texas, Houston",2022-12-12,85129.0,-1.0,USA,Texas,USA_TX_48fc26c6
SRR22909961,ARTIC V4.1,Biobot Analytics,USA: Louisiana,2022-12-12,389000.0,-1.0,USA,Louisiana,USA_LA_209ac113
SRR22910094,ARTIC V4.1,Biobot Analytics,USA: Texas,2022-12-12,1800.0,-1.0,USA,Texas,USA_TX_0248c2bc
SRR22909954,ARTIC V4.1,Biobot Analytics,USA: Louisiana,2022-12-12,15000.0,-1.0,USA,Louisiana,USA_LA_a77042e3
SRR22909983,ARTIC V4.1,Biobot Analytics,USA: Puerto Rico,2022-12-12,62374.0,-1.0,USA,Puerto Rico,USA_PR_d51b6fb3
SRR22910117,ARTIC V4.1,Biobot Analytics,USA: Maine,2022-12-12,3000.0,-1.0,USA,Maine,USA_ME_2afeb821
SRR23752740,ARTIC V4.1,Biobot Analytics,USA: Montana,2022-12-12,68015.0,-1.0,USA,Montana,USA_MT_0453e69e
SRR22909962,ARTIC V4.1,Biobot Analytics,USA: Indiana,2022-12-12,28350.0,-1.0,USA,Indiana,USA_IN_a9998f74
SRR23386415,,RICE University,"USA: Texas, Houston",2022-12-12,3825.0,-1.0,USA,Texas,USA_TX_a9ee3047
SRR22910049,ARTIC V4.1,Biobot Analytics,USA: California,2022-12-12,6500.0,-1.0,USA,California,USA_CA_4fb6a4bf
SRR26798564,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-12-12,133708.0,4.577,USA,Oregon,USA_OR_1a2ac800
SRR22910173,ARTIC V4.1,Biobot Analytics,USA: Hawaii,2022-12-12,3000.0,-1.0,USA,Hawaii,USA_HI_f14ac5fc
SRR22910137,ARTIC V4.1,Biobot Analytics,USA: New Jersey,2022-12-12,47000.0,-1.0,USA,New Jersey,USA_NJ_d69c8d38
SRR22909967,ARTIC V4.1,Biobot Analytics,USA: Rhode Island,2022-12-12,240000.0,-1.0,USA,Rhode Island,USA_RI_f048ce3e
SRR23386404,,RICE University,"USA: Texas, Houston",2022-12-12,33102.0,-1.0,USA,Texas,USA_TX_38c9930e
SRR22909837,ARTIC V4.1,Biobot Analytics,USA: Florida,2022-12-12,180000.0,-1.0,USA,Florida,USA_FL_2e145b85
SRR22909869,ARTIC V4.1,Biobot Analytics,USA: Indiana,2022-12-12,58500.0,-1.0,USA,Indiana,USA_IN_e346368f
SRR23386418,,RICE University,"USA: Texas, Houston",2022-12-12,70900.0,-1.0,USA,Texas,USA_TX_f93319ee
SRR23386371,,RICE University,"USA: Texas, Houston",2022-12-12,32485.0,-1.0,USA,Texas,USA_TX_bd6566fa
SRR22910063,ARTIC V4.1,Biobot Analytics,USA: Texas,2022-12-12,89600.0,-1.0,USA,Texas,USA_TX_81ce0cfc
SRR22910129,ARTIC V4.1,Biobot Analytics,USA: Louisiana,2022-12-12,262326.0,-1.0,USA,Louisiana,USA_LA_5c6a0cc4
SRR22910130,ARTIC V4.1,Biobot Analytics,USA: California,2022-12-12,10080.0,-1.0,USA,California,USA_CA_6d3b7ae4
SRR22909859,ARTIC V4.1,Biobot Analytics,USA: Indiana,2022-12-12,67000.0,-1.0,USA,Indiana,USA_IN_d5e5edc7
SRR22909968,ARTIC V4.1,Biobot Analytics,USA: California,2022-12-12,215394.0,-1.0,USA,California,USA_CA_aecc0f10
SRR22909925,ARTIC V4.1,Biobot Analytics,USA: Florida,2022-12-12,100000.0,-1.0,USA,Florida,USA_FL_4c6f88dd
SRR22910072,ARTIC V4.1,Biobot Analytics,USA: Virginia,2022-12-12,9340.0,-1.0,USA,Virginia,USA_VA_ca20810f
SRR22909871,ARTIC V4.1,Biobot Analytics,USA: California,2022-12-12,5000.0,-1.0,USA,California,USA_CA_138103f3
SRR22909971,ARTIC V4.1,Biobot Analytics,USA: Virginia,2022-12-12,16000.0,-1.0,USA,Virginia,USA_VA_9b3ea716
SRR22909857,ARTIC V4.1,Biobot Analytics,USA: Maryland,2022-12-12,91000.0,-1.0,USA,Maryland,USA_MD_d96c265d
SRR23906607,,CDPHE,"USA: Colorado, Mesa, county",2022-12-12,89286.0,189000.0,USA,Colorado,USA_CO_0245d1cf
SRR23386406,,RICE University,"USA: Texas, Houston",2022-12-12,52055.0,-1.0,USA,Texas,USA_TX_802ad744
SRR22909940,ARTIC V4.1,Biobot Analytics,USA: Arkansas,2022-12-12,28500.0,-1.0,USA,Arkansas,USA_AR_b053d09e
SRR23906150,,CDPHE,"USA: Colorado, La Plata, county",2022-12-12,1786.0,668.0,USA,Colorado,USA_CO_b84b0035
SRR22910059,ARTIC V4.1,Biobot Analytics,USA: Vermont,2022-12-12,15000.0,-1.0,USA,Vermont,USA_VT_5424ad19
SRR22910127,ARTIC V4.1,Biobot Analytics,USA: Alaska,2022-12-12,20000.0,-1.0,USA,Alaska,USA_AK_dc27be70
SRR22909829,ARTIC V4.1,Biobot Analytics,USA: North Carolina,2022-12-12,22940.0,-1.0,USA,North Carolina,USA_NC_f2071d10
SRR23590391,,CDPHE,"USA: Colorado, Boulder, county",2022-12-12,17601.0,232636.0595,USA,Colorado,USA_CO_6fe24843
SRR22910148,ARTIC V4.1,Biobot Analytics,USA: Connecticut,2022-12-12,52265.0,-1.0,USA,Connecticut,USA_CT_6833819c
SRR22909827,ARTIC V4.1,Biobot Analytics,USA: Guam,2022-12-12,9000.0,-1.0,USA,Guam,USA_GU_1541c9ed
SRR22909969,ARTIC V4.1,Biobot Analytics,USA: California,2022-12-12,13000.0,-1.0,USA,California,USA_CA_1695d3d0
SRR23906152,,CDPHE,"USA: Colorado, Elbert, county",2022-12-12,3571.0,819000.0,USA,Colorado,USA_CO_ddd37b99
SRR23906433,,CDPHE,"USA: Colorado, Weld, county",2022-12-12,13779.0,237000.0,USA,Colorado,USA_CO_7d3486e4
SRR22909934,ARTIC V4.1,Biobot Analytics,USA: Texas,2022-12-12,26400.0,-1.0,USA,Texas,USA_TX_11c26adf
SRR23386410,,RICE University,"USA: Texas, Houston",2022-12-12,9375.0,-1.0,USA,Texas,USA_TX_2390c457
SRR22909802,ARTIC V4.1,Biobot Analytics,USA: Kansas,2022-12-12,27000.0,-1.0,USA,Kansas,USA_KS_421f4d80
SRR22909851,ARTIC V4.1,Biobot Analytics,USA: Maryland,2022-12-12,37000.0,-1.0,USA,Maryland,USA_MD_5aefde83
SRR23386366,,RICE University,"USA: Texas, Houston",2022-12-12,97918.0,-1.0,USA,Texas,USA_TX_dd03c0a4
SRR23906589,,CDPHE,"USA: Colorado, Adams, county",2022-12-12,21429.0,144000.0,USA,Colorado,USA_CO_4e5b4dae
SRR22910048,ARTIC V4.1,Biobot Analytics,USA: Vermont,2022-12-12,22000.0,-1.0,USA,Vermont,USA_VT_0d8740df
SRR23386426,,RICE University,"USA: Texas, Houston",2022-12-12,20920.0,-1.0,USA,Texas,USA_TX_48353317
SRR23386416,,RICE University,"USA: Texas, Houston",2022-12-12,1722.0,-1.0,USA,Texas,USA_TX_9b02d14d
SRR22910152,ARTIC V4.1,Biobot Analytics,USA: New Mexico,2022-12-12,5852.0,-1.0,USA,New Mexico,USA_NM_a21daaae
SRR23906145,,CDPHE,"USA: Colorado, Larimer, county",2022-12-12,5818.0,1350000.0,USA,Colorado,USA_CO_3c82e553
SRR22909843,ARTIC V4.1,Biobot Analytics,USA: New Jersey,2022-12-12,1300000.0,-1.0,USA,New Jersey,USA_NJ_a0f0fdd2
SRR23386361,,RICE University,"USA: Texas, Houston",2022-12-12,3623.0,-1.0,USA,Texas,USA_TX_bbb56202
SRR22909944,ARTIC V4.1,Biobot Analytics,USA: South Dakota,2022-12-12,215000.0,-1.0,USA,South Dakota,USA_SD_9f0ba619
SRR22910150,ARTIC V4.1,Biobot Analytics,USA: Maryland,2022-12-12,90000.0,-1.0,USA,Maryland,USA_MD_bb05ace9
SRR22909876,ARTIC V4.1,Biobot Analytics,USA: California,2022-12-12,494300.0,-1.0,USA,California,USA_CA_f689464c
SRR23386425,,RICE University,"USA: Texas, Houston",2022-12-12,4010.0,-1.0,USA,Texas,USA_TX_645da28e
SRR22909850,ARTIC V4.1,Biobot Analytics,USA: South Carolina,2022-12-12,45000.0,-1.0,USA,South Carolina,USA_SC_91572212
SRR22909950,ARTIC V4.1,Biobot Analytics,USA: Michigan,2022-12-12,3000.0,-1.0,USA,Michigan,USA_MI_b4e36eb9
SRR22909799,ARTIC V4.1,Biobot Analytics,USA: California,2022-12-12,59000.0,-1.0,USA,California,USA_CA_c1e307f2
SRR22910178,ARTIC V4.1,Biobot Analytics,USA: Maine,2022-12-12,8514.0,-1.0,USA,Maine,USA_ME_a2922614
SRR23716891,ARTIC V4.1,Biobot Analytics,USA: Maine,2022-12-12,8500.0,-1.0,USA,Maine,USA_ME_0515051c
SRR23906590,,CDPHE,"USA: Colorado, Summit, county",2022-12-12,35643.0,329000.0,USA,Colorado,USA_CO_630986e5
SRR26798573,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-12-12,10400.0,4.299,USA,Oregon,USA_OR_6c04230e
SRR22909941,ARTIC V4.1,Biobot Analytics,USA: Florida,2022-12-12,220000.0,-1.0,USA,Florida,USA_FL_69219011
SRR22910149,ARTIC V4.1,Biobot Analytics,USA: Florida,2022-12-12,100000.0,-1.0,USA,Florida,USA_FL_4c6f88dd
SRR23906527,,CDPHE,"USA: Colorado, Las Animas, county",2022-12-12,14286.0,382000.0,USA,Colorado,USA_CO_6e9ff6c1
SRR22910084,ARTIC V4.1,Biobot Analytics,USA: Washington,2022-12-12,7125.0,-1.0,USA,Washington,USA_WA_fe05a2ae
SRR23386405,,RICE University,"USA: Texas, Houston",2022-12-12,20161.0,-1.0,USA,Texas,USA_TX_b822a105
SRR22910042,ARTIC V4.1,Biobot Analytics,USA: California,2022-12-12,15200.0,-1.0,USA,California,USA_CA_dc6baca7
SRR22910159,ARTIC V4.1,Biobot Analytics,USA: Washington,2022-12-12,37650.0,-1.0,USA,Washington,USA_WA_527686ef
SRR22910012,ARTIC V4.1,Biobot Analytics,USA: North Dakota,2022-12-12,67000.0,-1.0,USA,North Dakota,USA_ND_853ae734
SRR22909980,ARTIC V4.1,Biobot Analytics,USA: Puerto Rico,2022-12-12,64948.0,-1.0,USA,Puerto Rico,USA_PR_12e2cf6b
SRR22909995,ARTIC V4.1,Biobot Analytics,USA: California,2022-12-12,6500.0,-1.0,USA,California,USA_CA_4fb6a4bf
SRR22909951,ARTIC V4.1,Biobot Analytics,USA: Rhode Island,2022-12-12,33000.0,-1.0,USA,Rhode Island,USA_RI_eea9e1f9
SRR23590385,,CDPHE,"USA: Colorado, Denver Arapahoe, county",2022-12-12,247443.0,-1.0,USA,Colorado,USA_CO_c400cd16
SRR22909853,ARTIC V4.1,Biobot Analytics,USA: Rhode Island,2022-12-12,21100.0,-1.0,USA,Rhode Island,USA_RI_2c79f03a
SRR22910134,ARTIC V4.1,Biobot Analytics,USA: Indiana,2022-12-12,16000.0,-1.0,USA,Indiana,USA_IN_3e7abfd6
SRR22910046,ARTIC V4.1,Biobot Analytics,USA: Maryland,2022-12-12,270000.0,-1.0,USA,Maryland,USA_MD_70f05471
SRR22910099,ARTIC V4.1,Biobot Analytics,USA: Oklahoma,2022-12-12,11500.0,-1.0,USA,Oklahoma,USA_OK_054dfe54
SRR23386417,,RICE University,"USA: Texas, Houston",2022-12-12,37359.0,-1.0,USA,Texas,USA_TX_69012aaa
SRR22909959,ARTIC V4.1,Biobot Analytics,USA: Rhode Island,2022-12-12,10000.0,-1.0,USA,Rhode Island,USA_RI_d65edccf
SRR22910172,ARTIC V4.1,Biobot Analytics,USA: Oklahoma,2022-12-12,51000.0,-1.0,USA,Oklahoma,USA_OK_cd16223d
SRR23386373,,RICE University,"USA: Texas, Houston",2022-12-12,5497.0,-1.0,USA,Texas,USA_TX_66f07646
SRR22909956,ARTIC V4.1,Biobot Analytics,USA: Indiana,2022-12-12,17612.0,-1.0,USA,Indiana,USA_IN_a9e0bc2f
SRR22910146,ARTIC V4.1,Biobot Analytics,USA: Louisiana,2022-12-12,10000.0,-1.0,USA,Louisiana,USA_LA_ee570a2e
SRR22910147,ARTIC V4.1,Biobot Analytics,USA: California,2022-12-12,39000.0,-1.0,USA,California,USA_CA_67551d1c
SRR23386413,,RICE University,"USA: Texas, Houston",2022-12-12,4170.0,-1.0,USA,Texas,USA_TX_519a673c
SRR24057431,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-12-12,4100.0,422358.0,USA,Ohio,USA_OH_4a36c237
SRR22909880,ARTIC V4.1,Biobot Analytics,USA: Illinois,2022-12-12,161000.0,-1.0,USA,Illinois,USA_IL_0fb7b119
SRR22909881,ARTIC V4.1,Biobot Analytics,USA: South Carolina,2022-12-12,140280.0,-1.0,USA,South Carolina,USA_SC_05d3c951
SRR26796896,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-12-12,40000.0,4.444,USA,Oregon,USA_OR_b22393f8
SRR23590383,,CDPHE,"USA: Colorado, Larimer, county",2022-12-12,9292.0,155968.0285,USA,Colorado,USA_CO_31ed0e13
SRR22910133,ARTIC V4.1,Biobot Analytics,USA: Maryland,2022-12-12,150000.0,-1.0,USA,Maryland,USA_MD_400511f4
SRR23386403,,RICE University,"USA: Texas, Houston",2022-12-12,19867.0,-1.0,USA,Texas,USA_TX_022a0581
SRR22909998,ARTIC V4.1,Biobot Analytics,USA: Florida,2022-12-12,776150.0,-1.0,USA,Florida,USA_FL_3216f429
SRR22909834,ARTIC V4.1,Biobot Analytics,USA: Maine,2022-12-12,8500.0,-1.0,USA,Maine,USA_ME_0515051c
SRR26798569,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-12-12,235155.0,4.258,USA,Oregon,USA_OR_023bacce
SRR22909870,ARTIC V4.1,Biobot Analytics,USA: Indiana,2022-12-12,67500.0,-1.0,USA,Indiana,USA_IN_0b1406bd
SRR26798558,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-12-12,92850.0,4.482,USA,Oregon,USA_OR_22832f33
SRR23386372,,RICE University,"USA: Texas, Houston",2022-12-12,109414.0,-1.0,USA,Texas,USA_TX_af18aa14
SRR23386407,,RICE University,"USA: Texas, Houston",2022-12-12,124000.0,-1.0,USA,Texas,USA_TX_9d4fd454
SRR23386419,,RICE University,"USA: Texas, Houston",2022-12-12,117968.0,-1.0,USA,Texas,USA_TX_48eaa7b8
SRR23906524,,CDPHE,"USA: Colorado, La Plata, county",2022-12-12,23429.0,451000.0,USA,Colorado,USA_CO_eabc92dc
SRR26798563,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-12-12,13739.0,4.137,USA,Oregon,USA_OR_3c8ae45c
SRR22909946,ARTIC V4.1,Biobot Analytics,USA: Iowa,2022-12-12,75849.0,-1.0,USA,Iowa,USA_IA_3bdcee02
SRR22909873,ARTIC V4.1,Biobot Analytics,USA: Montana,2022-12-12,8800.0,-1.0,USA,Montana,USA_MT_9fb19da4
SRR22909947,ARTIC V4.1,Biobot Analytics,USA: Tennessee,2022-12-12,300000.0,-1.0,USA,Tennessee,USA_TN_21eccc29
SRR23906132,,CDPHE,"USA: Colorado, Pitkin, county",2022-12-12,5500.0,432000.0,USA,Colorado,USA_CO_14eef4ad
SRR22910169,ARTIC V4.1,Biobot Analytics,USA: Alaska,2022-12-12,10000.0,-1.0,USA,Alaska,USA_AK_6a390efd
SRR22910143,ARTIC V4.1,Biobot Analytics,USA: Arizona,2022-12-12,347900.0,-1.0,USA,Arizona,USA_AZ_c4925116
SRR22909846,ARTIC V4.1,Biobot Analytics,USA: Arkansas,2022-12-12,5000.0,-1.0,USA,Arkansas,USA_AR_972b8f9c
SRR24057015,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-12-12,20581.0,396379.0,USA,Ohio,USA_OH_6185d81e
SRR22910164,ARTIC V4.1,Biobot Analytics,USA: South Carolina,2022-12-12,12000.0,-1.0,USA,South Carolina,USA_SC_db1aca87
SRR22909826,ARTIC V4.1,Biobot Analytics,USA: Guam,2022-12-12,7000.0,-1.0,USA,Guam,USA_GU_73e1d146
SRR23386402,,RICE University,"USA: Texas, Houston",2022-12-12,12892.0,-1.0,USA,Texas,USA_TX_feac3f7a
SRR22910047,ARTIC V4.1,Biobot Analytics,USA: Oregon,2022-12-12,25780.0,-1.0,USA,Oregon,USA_OR_e4929e29
SRR26796904,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-12-12,220000.0,4.026,USA,Oregon,USA_OR_c84c259d
SRR22910039,ARTIC V4.1,Biobot Analytics,USA: New Mexico,2022-12-12,650000.0,-1.0,USA,New Mexico,USA_NM_20f7613e
SRR23386408,,RICE University,"USA: Texas, Houston",2022-12-12,16804.0,-1.0,USA,Texas,USA_TX_81acfb63
SRR22909957,ARTIC V4.1,Biobot Analytics,USA: Virginia,2022-12-12,65000.0,-1.0,USA,Virginia,USA_VA_25f1f5de
SRR22910041,ARTIC V4.1,Biobot Analytics,USA: Colorado,2022-12-12,7300.0,-1.0,USA,Colorado,USA_CO_cf9da07c
SRR23906224,,CDPHE,"USA: Colorado, Teller, county",2022-12-12,6379.0,211000.0,USA,Colorado,USA_CO_1643cef5
SRR22910158,ARTIC V4.1,Biobot Analytics,USA: Vermont,2022-12-12,3000.0,-1.0,USA,Vermont,USA_VT_6fb1d04e
SRR22910065,ARTIC V4.1,Biobot Analytics,USA: Pennsylvania,2022-12-12,10000.0,-1.0,USA,Pennsylvania,USA_PA_7f6c7ed3
SRR26959997,,,USA: South Dakota,2022-12-12,20000.0,-1.0,USA,South Dakota,USA_SD_1f518cf7
SRR22910004,ARTIC V4.1,Biobot Analytics,USA: Texas,2022-12-12,30000.0,-1.0,USA,Texas,USA_TX_a0f8734d
SRR22909985,ARTIC V4.1,Biobot Analytics,USA: Puerto Rico,2022-12-12,172989.0,-1.0,USA,Puerto Rico,USA_PR_36f49b1d
SRR23590672,,CDPHE,"USA: Colorado, Adams Arapahoe, county",2022-12-12,268004.0,400369.6646,USA,Colorado,USA_CO_50e12810
SRR22910160,ARTIC V4.1,Biobot Analytics,USA: California,2022-12-12,91765.0,-1.0,USA,California,USA_CA_0a491ff9
SRR22910032,ARTIC V4.1,Biobot Analytics,USA: Arkansas,2022-12-12,13000.0,-1.0,USA,Arkansas,USA_AR_6b73c373
SRR22909134,ARTIC V4.1,Biobot Analytics,USA: Pennsylvania,2022-12-12,85000.0,-1.0,USA,Pennsylvania,USA_PA_31d85e99
SRR22909960,ARTIC V4.1,Biobot Analytics,USA: Florida,2022-12-12,200000.0,-1.0,USA,Florida,USA_FL_38251524
SRR23590396,,CDPHE,"USA: Colorado, Larimer, county",2022-12-12,92127.0,277600.3188,USA,Colorado,USA_CO_8a9915af
SRR22910052,ARTIC V4.1,Biobot Analytics,USA: Hawaii,2022-12-12,3000.0,-1.0,USA,Hawaii,USA_HI_f14ac5fc
SRR26796891,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-12-12,300000.0,4.445,USA,Oregon,USA_OR_7b6f9ef4
SRR22909972,ARTIC V4.1,Biobot Analytics,USA: Florida,2022-12-12,197000.0,-1.0,USA,Florida,USA_FL_f0a7a8c8
SRR22909993,ARTIC V4.1,Biobot Analytics,USA: Arkansas,2022-12-12,1100.0,-1.0,USA,Arkansas,USA_AR_37c5ea1a
SRR23906236,,CDPHE,"USA: Colorado, Otero, county",2022-12-12,29643.0,83400.0,USA,Colorado,USA_CO_432c019e
SRR23386423,,RICE University,"USA: Texas, Houston",2022-12-12,33645.0,-1.0,USA,Texas,USA_TX_1713d24b
SRR22909913,ARTIC V4.1,Biobot Analytics,USA: Guam,2022-12-12,66000.0,-1.0,USA,Guam,USA_GU_9c1e4480
SRR23386424,,RICE University,"USA: Texas, Houston",2022-12-12,40689.0,-1.0,USA,Texas,USA_TX_8499adb3
SRR22909137,ARTIC V4.1,Biobot Analytics,USA: Pennsylvania,2022-12-12,25000.0,-1.0,USA,Pennsylvania,USA_PA_b30c64b9
SRR22909883,ARTIC V4.1,Biobot Analytics,USA: Virginia,2022-12-12,20000.0,-1.0,USA,Virginia,USA_VA_b097727e
SRR23906608,,CDPHE,"USA: Colorado, Gunnison, county",2022-12-12,30000.0,333000.0,USA,Colorado,USA_CO_930c99f7
SRR23906606,,CDPHE,"USA: Colorado, Summit, county",2022-12-12,28571.0,242000.0,USA,Colorado,USA_CO_bfe1757c
SRR22909931,ARTIC V4.1,Biobot Analytics,USA: Florida,2022-12-12,300000.0,-1.0,USA,Florida,USA_FL_fce428c8
SRR23716873,ARTIC V4.1,Biobot Analytics,USA: Illinois,2022-12-12,240000.0,-1.0,USA,Illinois,USA_IL_12f9a6e3
SRR22909845,ARTIC V4.1,Biobot Analytics,USA: Louisiana,2022-12-12,300000.0,-1.0,USA,Louisiana,USA_LA_4b949ab7
SRR22909864,ARTIC V4.1,Biobot Analytics,USA: North Carolina,2022-12-12,12000.0,-1.0,USA,North Carolina,USA_NC_bf9ddd81
SRR22910166,ARTIC V4.1,Biobot Analytics,USA: Washington,2022-12-12,120000.0,-1.0,USA,Washington,USA_WA_8beac422
SRR23590397,,CDPHE,"USA: Colorado, Larimer, county",2022-12-12,17997.0,268436.8001,USA,Colorado,USA_CO_68f97f45
SRR22910018,ARTIC V4.1,Biobot Analytics,USA: Hawaii,2022-12-12,52000.0,-1.0,USA,Hawaii,USA_HI_4f068051
SRR22910162,ARTIC V4.1,Biobot Analytics,USA: Iowa,2022-12-12,102000.0,-1.0,USA,Iowa,USA_IA_64dbf702
SRR22909933,ARTIC V4.1,Biobot Analytics,USA: Alabama,2022-12-12,3000.0,-1.0,USA,Alabama,USA_AL_0f5472e6
SRR23386420,,RICE University,"USA: Texas, Houston",2022-12-12,976.0,-1.0,USA,Texas,USA_TX_9a9415a0
SRR22909836,ARTIC V4.1,Biobot Analytics,USA: Wyoming,2022-12-12,13036.0,-1.0,USA,Wyoming,USA_WY_d41b8644
SRR23386409,,RICE University,"USA: Texas, Houston",2022-12-12,2408.0,-1.0,USA,Texas,USA_TX_e19badcc
SRR23906528,,CDPHE,"USA: Colorado, San Miguel, county",2022-12-12,15000.0,430000.0,USA,Colorado,USA_CO_50bf1ae7
SRR22910102,ARTIC V4.1,Biobot Analytics,USA: Texas,2022-12-12,350.0,-1.0,USA,Texas,USA_TX_fe9706b0
SRR26796889,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-12-12,16555.0,4.836,USA,Oregon,USA_OR_0b90be34
SRR23716819,ARTIC V4.1,Biobot Analytics,USA: North Carolina,2022-12-12,22940.0,-1.0,USA,North Carolina,USA_NC_f2071d10
SRR23590400,,CDPHE,"USA: Colorado, Broomfield, county",2022-12-12,53356.0,220521.8336,USA,Colorado,USA_CO_d880008c
SRR22910139,ARTIC V4.1,Biobot Analytics,USA: Tennessee,2022-12-12,600000.0,-1.0,USA,Tennessee,USA_TN_00eb3e6b
SRR24057393,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-12-12,88710.0,118063.5,USA,Ohio,USA_OH_7a798db8
SRR23899236,ARTIC V4.1,Biobot Analytics,USA: Montana,2022-12-12,68015.0,-1.0,USA,Montana,USA_MT_0453e69e
SRR22910161,ARTIC V4.1,Biobot Analytics,USA: Kansas,2022-12-12,50000.0,-1.0,USA,Kansas,USA_KS_cd488906
SRR23590399,,CDPHE,"USA: Colorado, El Paso, county",2022-12-12,102204.0,370709.3061,USA,Colorado,USA_CO_148488bf
SRR22910056,ARTIC V4.1,Biobot Analytics,USA: Louisiana,2022-12-12,65364.0,-1.0,USA,Louisiana,USA_LA_b76c1a86
SRR22909135,ARTIC V4.1,Biobot Analytics,USA: Pennsylvania,2022-12-12,34200.0,-1.0,USA,Pennsylvania,USA_PA_353d2d40
SRR22910167,ARTIC V4.1,Biobot Analytics,USA: Maryland,2022-12-12,78000.0,-1.0,USA,Maryland,USA_MD_dcbe1888
SRR22910138,ARTIC V4.1,Biobot Analytics,USA: Tennessee,2022-12-12,300000.0,-1.0,USA,Tennessee,USA_TN_21eccc29
SRR23590387,,CDPHE,"USA: Colorado, Adams, county",2022-12-12,54561.0,191661.38600000003,USA,Colorado,USA_CO_819baf53
SRR23906471,,CDPHE,"USA: Colorado, Eagle, county",2022-12-12,21071.0,120000.0,USA,Colorado,USA_CO_e00f390d
SRR22909973,ARTIC V4.1,Biobot Analytics,USA: Virginia,2022-12-12,5300.0,-1.0,USA,Virginia,USA_VA_377305f4
SRR23590381,,CDPHE,"USA: Colorado, Larimer Weld, county",2022-12-12,7946.0,670349.4911,USA,Colorado,USA_CO_33a7e2b1
SRR22909915,ARTIC V4.1,Biobot Analytics,USA: Nevada,2022-12-12,265000.0,-1.0,USA,Nevada,USA_NV_b3d2fedb
SRR22910067,ARTIC V4.1,Biobot Analytics,USA: New Mexico,2022-12-12,87505.0,-1.0,USA,New Mexico,USA_NM_6e63143d
SRR24057479,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-12-12,2400.0,10029.0,USA,Ohio,USA_OH_335e1b28
SRR22910064,ARTIC V4.1,Biobot Analytics,USA: Arizona,2022-12-12,397407.0,-1.0,USA,Arizona,USA_AZ_2633ecf9
SRR23906464,,CDPHE,"USA: Colorado, Boulder, county",2022-12-12,1786.0,4400.0,USA,Colorado,USA_CO_5c2c13b0
SRR22910058,ARTIC V4.1,Biobot Analytics,USA: Maine,2022-12-12,3000.0,-1.0,USA,Maine,USA_ME_2afeb821
SRR26796885,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-12-12,37725.0,4.503,USA,Oregon,USA_OR_eaa97b09
SRR22909952,ARTIC V4.1,Biobot Analytics,USA: Connecticut,2022-12-12,228000.0,-1.0,USA,Connecticut,USA_CT_b83396ef
SRR22909838,ARTIC V4.1,Biobot Analytics,USA: Kansas,2022-12-12,90000.0,-1.0,USA,Kansas,USA_KS_3254c9c5
SRR22909875,ARTIC V4.1,Biobot Analytics,USA: Massachusetts,2022-12-12,3000.0,-1.0,USA,Massachusetts,USA_MA_d8679a51
SRR22909830,ARTIC V4.1,Biobot Analytics,USA: Arizona,2022-12-12,3500.0,-1.0,USA,Arizona,USA_AZ_6dbdf05a
